ordinal,name,repository,url,commit_sha,scan_status,coverage,verdict,risk_score,file_count,text_files_scanned,text_bytes_scanned,finding_count,critical_count,high_count,medium_count,binary_count,top_rule_ids,error
4415,deepseekHarnessUI,ymr6666/deepseekHarnessUI,https://github.com/ymr6666/deepseekHarnessUI,f42ac30eac56dca66058266d77d48dbbc7768a88,ok,full_text_source,high_risk,7,10,10,58760,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4416,deepsiper-enthea,8b-is/deepsiper-enthea,https://github.com/8b-is/deepsiper-enthea,32810c0901ef791ec4ad05a59cc420a0b5e32ff0,ok_partial,partial,high_risk,5749,7503,7477,47147229,1363,32,343,988,19,SENSITIVE_SOURCE_NETWORK_SINK;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;REMOTE_DOWNLOAD_AND_EXECUTION;PERSISTENT_EXECUTION_SURFACE;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;PERSISTENCE_UNIX;AUTO_APPROVAL;SENSITIVE_BROWSER;DYNAMIC_EVAL;PERSISTENCE_WINDOWS;SENSITIVE_SSH;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;FILE_DELETE;HARDCODED_PASSWORD;BIND_ALL_INTERFACES;GIT_CLONE;PATH_USER_INPUT;INSTALL_LIFECYCLE_SCRIPT;CHMOD_WORLD_WRITABLE,symlink_targets_not_followed; binary_like_files_not_decompiled
4417,delivery-review-dsh-plugin,xiaoxiao-svg/delivery-review-dsh-plugin,https://github.com/xiaoxiao-svg/delivery-review-dsh-plugin,5c09cb6a188eb18dacc872711d109720835bd832,ok,full_text_source,high_risk,85,28,28,149790,19,0,7,12,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS,
4418,deskwhale-harness,Rewmington/deskwhale-harness,https://github.com/Rewmington/deskwhale-harness,9de71f4d4cc0e1f4908f96f941030fa409eb1f3c,ok_partial,partial,high_risk,5635,7374,7342,46366696,1337,32,334,971,31,SENSITIVE_SOURCE_NETWORK_SINK;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;REMOTE_DOWNLOAD_AND_EXECUTION;PERSISTENT_EXECUTION_SURFACE;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;PERSISTENCE_UNIX;AUTO_APPROVAL;SENSITIVE_BROWSER;DYNAMIC_EVAL;PERSISTENCE_WINDOWS;SENSITIVE_SSH;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;FILE_DELETE;HARDCODED_PASSWORD;BIND_ALL_INTERFACES;PATH_USER_INPUT;INSTALL_LIFECYCLE_SCRIPT;CHMOD_WORLD_WRITABLE;GIT_CLONE,binary_like_files_not_decompiled
4419,dev-workbench,cnskycn/dev-workbench,https://github.com/cnskycn/dev-workbench,1575d376084b3b0375576775287ffe53a6dc3515,ok,full_text_source,high_risk,22,7,7,33478,6,0,1,5,0,SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE,
4420,DevTools-Custom-Beautification-Plugin-for-DeepseekHarness-Class,1739321142/DevTools-Custom-Beautification-Plugin-for-DeepseekHarness-Class,https://github.com/1739321142/DevTools-Custom-Beautification-Plugin-for-DeepseekHarness-Class,fad66134b822194a4da5aff58307a200ed47d8db,ok,full_text_source,high_risk,22,5,5,84906,6,0,1,5,0,PLUGIN_INSTALL_COMMAND;HARDCODED_PASSWORD;SENSITIVE_DSH,
4421,dknowc-dsh,dylanzhangzx/dknowc-dsh,https://github.com/dylanzhangzx/dknowc-dsh,20b0c49b42f4527ee5b87e6c19954f5d5536d406,ok,full_text_source,high_risk,215,90,90,735437,54,1,11,42,0,PERSISTENT_EXECUTION_SURFACE;PERSISTENCE_UNIX;SECRET_LOG;SENSITIVE_DSH;FILE_DELETE,
4422,doc-ocr,jiawood2006/doc-ocr,https://github.com/jiawood2006/doc-ocr,5a564a7138f0dec153831273294e488abf42740c,ok,full_text_source,no_obvious_malicious_findings,0,3,3,6820,0,0,0,0,0,,
4423,doc-watermark,Lindong-K/doc-watermark,https://github.com/Lindong-K/doc-watermark,c6e506b01804a7ae0dc4a4ee4be822e48eb9f5df,ok,full_text_source,medium_risk,3,16,16,70771,1,0,0,1,0,ARBITRARY_PROCESS,
4424,docgen,JohnXu22786/docgen,https://github.com/JohnXu22786/docgen,c0b804b289f8363af9b28f1a3fb7304a49e56421,ok,full_text_source,high_risk,10,20,20,92994,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;FILE_DELETE,
4425,dockyard-dsh,4sa1ary9/dockyard-dsh,https://github.com/4sa1ary9/dockyard-dsh,92de7754d27e848f99eff625a3c3cc8053f8c616,ok_partial,partial,high_risk,301,107,92,2023517,92,1,4,87,13,SENSITIVE_SOURCE_NETWORK_SINK;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE;ARBITRARY_PROCESS;HARDCODED_PASSWORD,binary_like_files_not_decompiled
4426,docs-retriever,JohnXu22786/docs-retriever,https://github.com/JohnXu22786/docs-retriever,7917bdb066fc9c15b0f68fd17b19bb7c3d15d7ef,ok,full_text_source,high_risk,84,44,44,178833,21,1,3,17,0,REMOTE_DOWNLOAD_AND_EXECUTION;PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;WILDCARD_CORS;ARBITRARY_PROCESS;FILE_DELETE;REMOTE_DOWNLOAD,
4427,doneos-packs,Qidianyan/doneos-packs,https://github.com/Qidianyan/doneos-packs,1ad1eb945cea9c5f58eefd075cedbcf7ac4fc374,ok,full_text_source,high_risk,13,28,28,92315,3,0,1,2,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
4428,dph-endfield-theme,thjyy/dph-endfield-theme,https://github.com/thjyy/dph-endfield-theme,223a27aefedd1ad221083d065754614401eade80,ok_partial,partial,no_obvious_malicious_findings,0,25,17,87896,0,0,0,0,8,,binary_like_files_not_decompiled
4429,dph-taskboard,1070296335-create/dph-taskboard,https://github.com/1070296335-create/dph-taskboard,ceda7a378b713afdfcae4d94b670b026f2e24100,ok_partial,partial,high_risk,68,14,13,106406,16,0,5,11,1,SHELL_TRUE;DYNAMIC_EVAL;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4430,ds,szx-a/ds,https://github.com/szx-a/ds,c30f40e9351c325d125cf8758a90a59617498f21,ok,full_text_source,high_risk,21,23,23,73523,3,0,3,0,0,SHELL_TRUE,
4431,ds-balance,Lateautumns/ds-balance,https://github.com/Lateautumns/ds-balance,ac688a7a36c1376d0d205310c5fa2731c4641e92,ok_partial,partial,high_risk,38,12,10,143962,10,0,2,8,2,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4432,ds-desktop-launcher,FALda-da/ds-desktop-launcher,https://github.com/FALda-da/ds-desktop-launcher,4cd04f621392f86fe4c8f11cf8cb7299679749f4,ok_partial,partial,high_risk,22,18,11,33921,6,0,1,5,7,PLUGIN_INSTALL_COMMAND;BINARY_ARTIFACT,binary_like_files_not_decompiled; precompiled_binary_artifacts_not_decompiled
4433,ds-football-agent,KingVergil/ds-football-agent,https://github.com/KingVergil/ds-football-agent,c02265ab3e50372642e62b5af7bb61a1454771af,ok_partial,partial,high_risk,130,45,44,375146,28,2,7,19,1,PERSISTENT_EXECUTION_SURFACE;PERSISTENCE_UNIX;SHELL_TRUE;ARBITRARY_PROCESS;SENSITIVE_DSH;HARDCODED_PASSWORD;FILE_DELETE,binary_like_files_not_decompiled
4434,ds-notify-plugin,JohnWes7/ds-notify-plugin,https://github.com/JohnWes7/ds-notify-plugin,3052a2d7eb4b2108504a723941809a931103a35e,ok,full_text_source,medium_risk,6,8,8,26693,2,0,0,2,0,ARBITRARY_PROCESS,
4435,ds-turn-notify,reimu-create/ds-turn-notify,https://github.com/reimu-create/ds-turn-notify,5951d4d350df483435f1b72d24081961d50c1620,ok,full_text_source,medium_risk,6,16,16,77336,2,0,0,2,0,ARBITRARY_PROCESS,
4436,ds-whale-send-button,AsILAnn/ds-whale-send-button,https://github.com/AsILAnn/ds-whale-send-button,e58dda87ca633e9630da59f5e80711a1aa8ee993,ok_partial,partial,no_obvious_malicious_findings,0,8,7,10888,0,0,0,0,1,,binary_like_files_not_decompiled
4437,DSH,Sean-Gao/DSH,https://github.com/Sean-Gao/DSH,44b8355f8cd2f205006b3886bcc50be04183210f,ok,full_text_source,high_risk,10,7,7,24500,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
4438,dsh-1bot,yuyi2439/dsh-1bot,https://github.com/yuyi2439/dsh-1bot,783d132914b53913216849efbf9480abd5965771,ok,full_text_source,high_risk,47,23,22,110847,13,0,2,11,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH,
4439,dsh-2048,yasin0324/dsh-2048,https://github.com/yasin0324/dsh-2048,1d0fc6a7a092fefad2e5f7be4861b8f2cf78db7c,ok,full_text_source,high_risk,29,10,10,53516,7,0,2,5,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;FILE_DELETE,
4440,dsh-815-skin,lengduan/dsh-815-skin,https://github.com/lengduan/dsh-815-skin,5b0c843b8fb0e3e4a0a223209fb8768d3cd3275d,ok_partial,partial,high_risk,7,23,18,72390,1,0,1,0,4,SHELL_TRUE,binary_like_files_not_decompiled
4441,dsh-a2a,huangjuhua-aigc/dsh-a2a,https://github.com/huangjuhua-aigc/dsh-a2a,3d137d48608ed3606187ea3941421e6166bbdf09,ok_partial,partial,high_risk,77,41,39,228456,16,1,5,10,1,SENSITIVE_SOURCE_NETWORK_SINK;SECRET_LOG;SHELL_TRUE;SENSITIVE_DSH;HARDCODED_PASSWORD,binary_like_files_not_decompiled
4442,dsh-a2a,ryubyte/dsh-a2a,https://github.com/ryubyte/dsh-a2a,7253fed24a3412c4b441266cfab1334b8e238056,ok_partial,partial,high_risk,79,58,53,337888,21,0,4,17,4,PLUGIN_INSTALL_COMMAND;DYNAMIC_EVAL;ARBITRARY_PROCESS;SENSITIVE_DSH;FILE_DELETE;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4443,dsh-about-updater,archyciao/dsh-about-updater,https://github.com/archyciao/dsh-about-updater,6835d9e438dd1ada5ac4e55dee74ddb481278ebb,ok,full_text_source,high_risk,27,6,6,14527,6,1,0,5,0,UNAUTHENTICATED_REMOTE_EXEC_SURFACE;REMOTE_DOWNLOAD;ARBITRARY_PROCESS;WILDCARD_CORS,
4444,dsh-academic-research,userInner/dsh-academic-research,https://github.com/userInner/dsh-academic-research,41650f0b52c593867dc352116204a0ad8f067498,ok,full_text_source,high_risk,7,22,21,58482,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4445,dsh-academy,literaf/dsh-academy,https://github.com/literaf/dsh-academy,0c6da51548ae27face37128c09d073d62682ab6b,ok,full_text_source,high_risk,41,14,13,20808,7,0,5,2,0,PLUGIN_INSTALL_COMMAND;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE,
4446,dsh-access-mode,ddll8023/dsh-access-mode,https://github.com/ddll8023/dsh-access-mode,50d8c5a282c4704e1fc30904ee2312c0a9c30e89,ok,full_text_source,high_risk,37,10,10,35434,7,0,4,3,0,SHELL_TRUE;AUTO_APPROVAL;PLUGIN_INSTALL_COMMAND;FILE_DELETE,
4447,dsh-account-usage,Ycet/dsh-account-usage,https://github.com/Ycet/dsh-account-usage,24fc15d4d2178bc4e749be761739ea14f33ac0b0,ok_partial,partial,high_risk,59,15,13,134455,14,1,2,11,2,SENSITIVE_SOURCE_NETWORK_SINK;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;HARDCODED_PASSWORD,binary_like_files_not_decompiled
4448,dsh-accounts,kangshifu1/dsh-accounts,https://github.com/kangshifu1/dsh-accounts,f3be2aff37afb0f6fc60e37c5dbcc0ab677af6ea,ok,full_text_source,high_risk,64,9,8,64257,12,0,7,5,0,SECRET_LOG;PLUGIN_INSTALL_COMMAND;TLS_VERIFY_DISABLED;SHELL_TRUE;HARDCODED_PASSWORD;SENSITIVE_DSH,
4449,dsh-achievements,WJNCT55555/dsh-achievements,https://github.com/WJNCT55555/dsh-achievements,ce6ceb3f3231648565cadcd598edbe50e41eda26,ok_partial,partial,high_risk,51,108,107,744770,7,2,3,2,1,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;SHELL_TRUE;WILDCARD_CORS;FILE_DELETE,binary_like_files_not_decompiled
4450,dsh-acp-gateway,devloom1024/dsh-acp-gateway,https://github.com/devloom1024/dsh-acp-gateway,6387e4997d3d7591caa8b5c97e93a06200d7fa47,ok,full_text_source,high_risk,131,39,38,266209,31,2,5,24,0,SENSITIVE_SOURCE_NETWORK_SINK;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;PLUGIN_INSTALL_COMMAND;AUTO_APPROVAL;SENSITIVE_DSH;FILE_DELETE;ARBITRARY_PROCESS,
4451,dsh-action-ledger,MkaliezZ/dsh-action-ledger,https://github.com/MkaliezZ/dsh-action-ledger,71d6d9957b4e11d2ea46875f2976d5b0af76c30c,ok,full_text_source,high_risk,7,12,12,11778,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4452,dsh-add-conversation,haohao16421/dsh-add-conversation,https://github.com/haohao16421/dsh-add-conversation,784e7f042de1ca5f759321a40d8c4801570dca2e,ok,full_text_source,high_risk,7,8,8,31142,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4453,dsh-add-headers-to-completions,mc-lhz/dsh-add-headers-to-completions,https://github.com/mc-lhz/dsh-add-headers-to-completions,a695d9586be9a5a159998ec79dcb65ed36692586,ok,full_text_source,medium_risk,27,18,17,128766,9,0,0,9,0,SENSITIVE_DSH;FILE_DELETE,
4454,dsh-admin,xiaokang6/dsh-admin,https://github.com/xiaokang6/dsh-admin,f78cef405cfdfb7f9f44c481490c2aa9d1c8b818,ok,full_text_source,high_risk,51,9,9,45340,9,0,6,3,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;ARBITRARY_PROCESS,
4455,dsh-adt,nefevcore/dsh-adt,https://github.com/nefevcore/dsh-adt,aeb96f1722ab305678bdb417532673d32bfc16da,ok_partial,partial,high_risk,1233,3218,3201,20243036,248,1,120,127,10,REMOTE_EXEC_PIPE;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SECRET_LOG;TLS_VERIFY_DISABLED;AUTO_APPROVAL;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;GIT_CLONE;HARDCODED_PASSWORD;WILDCARD_CORS,binary_like_files_not_decompiled
4456,dsh-advanced-model-editor,u9521/dsh-advanced-model-editor,https://github.com/u9521/dsh-advanced-model-editor,4228e9fd3420680960141dd6367830d96a2833fa,ok,full_text_source,high_risk,173,28,27,206360,39,0,14,25,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_SOURCE_NETWORK_SINK;PERSISTENCE_UNIX;DYNAMIC_EVAL;FILE_DELETE;SENSITIVE_DSH;ARBITRARY_PROCESS,
4457,dsh-adversarial-review,mario03690/dsh-adversarial-review,https://github.com/mario03690/dsh-adversarial-review,6ff0ad9bea65d963394a53614724e0860baf3e2d,ok,full_text_source,no_obvious_malicious_findings,0,4,4,5069,0,0,0,0,0,,
4458,dsh-advisor,slhssb/dsh-advisor,https://github.com/slhssb/dsh-advisor,a27fbbfcbd3c31455b42b98d0654c3c26d687e6b,ok,full_text_source,medium_risk,12,16,16,49076,4,0,0,4,0,SENSITIVE_DSH,
4459,dsh-aemeath-pet,zouyuanqing/dsh-aemeath-pet,https://github.com/zouyuanqing/dsh-aemeath-pet,17b201b49b5bee199387434503284d985709b771,ok_partial,partial,medium_risk,3,14,12,62886,1,0,0,1,2,SENSITIVE_DSH,binary_like_files_not_decompiled
4460,dsh-agency-agents-zh,GongYuanCaiJi/dsh-agency-agents-zh,https://github.com/GongYuanCaiJi/dsh-agency-agents-zh,e2ad4449b18f3d9facc7d4ccd2c948e561f48760,ok_partial,partial,high_risk,83,354,344,3976168,11,2,8,1,9,HARD_CODED_PRIVATE_KEY;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4461,dsh-agent-canvas,Lhy723/dsh-agent-canvas,https://github.com/Lhy723/dsh-agent-canvas,87d27f23905fbea29d251374795ec6f977076d00,ok_partial,partial,high_risk,10,18,13,84550,2,0,1,1,4,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,binary_like_files_not_decompiled
4462,dsh-agent-delegate,xingyingyuzhui/dsh-agent-delegate,https://github.com/xingyingyuzhui/dsh-agent-delegate,f95ef49755a5be1889bbd8031396ea959507a242,ok,full_text_source,high_risk,85,27,27,105113,23,0,4,19,0,SHELL_TRUE;ARBITRARY_PROCESS;SENSITIVE_DSH;FILE_DELETE,
4463,dsh-agent-doctor,MkaliezZ/dsh-agent-doctor,https://github.com/MkaliezZ/dsh-agent-doctor,a2d76b19effb6dcc64d9e0ccc50e21a8c980c85d,ok,full_text_source,no_obvious_malicious_findings,0,11,11,10952,0,0,0,0,0,,
4464,dsh-agent-eval,dmsobtl/dsh-agent-eval,https://github.com/dmsobtl/dsh-agent-eval,77b6dc580538ace5883bcf66fcf18e5f9ad45dd1,ok,full_text_source,high_risk,17,11,11,20933,3,0,2,1,0,SHELL_TRUE;ARBITRARY_PROCESS,
4465,dsh-agent-evaluator,yan77-h/dsh-agent-evaluator,https://github.com/yan77-h/dsh-agent-evaluator,e6e7b5d961d02a979b5280957879e8452f539bc2,ok,full_text_source,high_risk,87,40,40,259035,13,0,12,1,0,SHELL_TRUE;DYNAMIC_EVAL;SENSITIVE_DSH,
4466,dsh-agent-gate,xingyingyuzhui/dsh-agent-gate,https://github.com/xingyingyuzhui/dsh-agent-gate,72a671e21c534eec2d29196b7067e9dc79aa9884,ok,full_text_source,medium_risk,3,23,23,86964,1,0,0,1,0,SENSITIVE_DSH,
4467,dsh-agent-harness-audit,Leeaoyin/dsh-agent-harness-audit,https://github.com/Leeaoyin/dsh-agent-harness-audit,923f454b108532d09538f8441fcf810fe0b41136,ok_partial,partial,high_risk,38,43,39,208159,6,0,5,1,3,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT,binary_like_files_not_decompiled
4468,dsh-agent-identity,xingyingyuzhui/dsh-agent-identity,https://github.com/xingyingyuzhui/dsh-agent-identity,d8c7e7ea1fe2265cb2fcf39f36c6eb1b51a6fe70,ok,full_text_source,medium_risk,12,14,14,26090,4,0,0,4,0,SENSITIVE_DSH,
4469,dsh-agent-md,mrwoov/dsh-agent-md,https://github.com/mrwoov/dsh-agent-md,d8c3b82126788aae9b541aed842d4ec15c7fe138,ok,full_text_source,no_obvious_malicious_findings,0,7,7,14019,0,0,0,0,0,,
4470,dsh-agent-memory,findshan/dsh-agent-memory,https://github.com/findshan/dsh-agent-memory,f75da396b59cd43933527d3c1fce17c29c3cd06b,ok,full_text_source,high_risk,108,27,26,246900,28,0,6,22,0,SECRET_LOG;SENSITIVE_SOURCE_NETWORK_SINK;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS;FILE_DELETE,
4471,dsh-agent-memory,xingyingyuzhui/dsh-agent-memory,https://github.com/xingyingyuzhui/dsh-agent-memory,96eafcf0ea9fa96fe30dab9afd6dfd0d264c60c0,ok,full_text_source,medium_risk,15,18,18,57737,5,0,0,5,0,SENSITIVE_DSH,
4472,dsh-agent-policy,xingyingyuzhui/dsh-agent-policy,https://github.com/xingyingyuzhui/dsh-agent-policy,e28e1cd87ea57e8cd44c6dfd49954bf44c72ebcb,ok,full_text_source,high_risk,24,11,11,32529,4,0,3,1,0,AUTO_APPROVAL;SENSITIVE_DSH,
4473,dsh-agent-preset-router,CTWCTW9999/dsh-agent-preset-router,https://github.com/CTWCTW9999/dsh-agent-preset-router,59fe55da4c8eb5659493c132c9f3d9ce2343ab7a,ok,full_text_source,medium_risk,30,13,13,68066,10,0,0,10,0,SENSITIVE_DSH;FILE_DELETE,
4474,dsh-agent-registry,xingyingyuzhui/dsh-agent-registry,https://github.com/xingyingyuzhui/dsh-agent-registry,240f81d47fbb3d69d9e9209e726b0d7861d18dbe,ok_partial,partial,high_risk,85,35,33,547035,23,0,4,19,2,AUTO_APPROVAL;SENSITIVE_DSH;FILE_DELETE;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4475,dsh-agent-run-logger,bluefateludi/dsh-agent-run-logger,https://github.com/bluefateludi/dsh-agent-run-logger,7c94a077fcfb8b4fbf86768fa7aad2533b627d22,ok,full_text_source,high_risk,76,35,34,205064,20,0,4,16,0,SHELL_TRUE;DYNAMIC_EVAL;SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT;ARBITRARY_PROCESS;HARDCODED_PASSWORD;BIND_ALL_INTERFACES,
4476,dsh-agent-shell,PastSheep/dsh-agent-shell,https://github.com/PastSheep/dsh-agent-shell,743d09f3d5316cf5b7177b57afebf4cccabfc917,ok,full_text_source,medium_risk,3,8,8,33811,1,0,0,1,0,ARBITRARY_PROCESS,
4477,dsh-agent-teams-meta,kaka-in-home/dsh-agent-teams-meta,https://github.com/kaka-in-home/dsh-agent-teams-meta,6519c8cee426201aed9b4f054a6d1989a2124e6e,ok_partial,partial,high_risk,29,41,39,164064,4,1,2,1,1,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;FILE_DELETE,binary_like_files_not_decompiled
4478,dsh-agentic-router,lhwwxy/dsh-agentic-router,https://github.com/lhwwxy/dsh-agentic-router,14e7eca9a96e4694d47faddb1c768f829c6e9d40,ok,full_text_source,medium_risk,9,19,19,96287,3,0,0,3,0,SENSITIVE_DSH,
4479,dsh-agentmail,agentmail-to/dsh-agentmail,https://github.com/agentmail-to/dsh-agentmail,ea3b03dac5d71d836aa1f9c267b1563bbfb75bff,ok,full_text_source,high_risk,55,37,36,205898,17,0,1,16,0,SHELL_TRUE;SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT,
4480,dsh-agentmemory,Yiipu/dsh-agentmemory,https://github.com/Yiipu/dsh-agentmemory,0581522e8980c5239e7a4bfe70dce64488187716,ok,full_text_source,high_risk,29,12,12,86999,7,0,2,5,0,PLUGIN_INSTALL_COMMAND;SECRET_LOG;SENSITIVE_DSH;ARBITRARY_PROCESS,
4481,dsh-agentmonitor,Qianrushixiaobai/dsh-agentmonitor,https://github.com/Qianrushixiaobai/dsh-agentmonitor,cd0a3cc7ee56b97317cee8c35b0872eaf47e6f37,ok,full_text_source,no_obvious_malicious_findings,0,9,9,35321,0,0,0,0,0,,
4482,dsh-agents-md,dingyi222666/dsh-agents-md,https://github.com/dingyi222666/dsh-agents-md,4eee6d36bc8518edaed0ecad9860ac628ba0184c,ok,full_text_source,high_risk,37,24,23,83852,7,0,4,3,0,SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE;SENSITIVE_DSH,
4483,dsh-AgentTask,knGear/dsh-AgentTask,https://github.com/knGear/dsh-AgentTask,e034940a46c7cc18ba71ddf9cf9416cc8e380455,ok_partial,partial,high_risk,28,13,11,21869,8,0,1,7,2,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;FILE_DELETE,binary_like_files_not_decompiled
4484,dsh-agnes-omni,wumu1111111/dsh-agnes-omni,https://github.com/wumu1111111/dsh-agnes-omni,672948df7d37cfad0921de5c50a9100349c95585,ok,full_text_source,high_risk,27,6,6,25405,6,1,0,5,0,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;SENSITIVE_DSH;ARBITRARY_PROCESS,
4485,dsh-agnes-paseo,vvlife/dsh-agnes-paseo,https://github.com/vvlife/dsh-agnes-paseo,8d86b55f5578f11a9a2a47935a9189a3f62afda3,ok,full_text_source,medium_risk,27,7,7,19683,9,0,0,9,0,SENSITIVE_DSH;ARBITRARY_PROCESS;FILE_DELETE,
4486,dsh-aicc-zhunao,Cola1018/dsh-aicc-zhunao,https://github.com/Cola1018/dsh-aicc-zhunao,b7d0180c8784f2c59b84c15815effc61d8089272,ok,full_text_source,no_obvious_malicious_findings,0,9,9,8519,0,0,0,0,0,,
4487,dsh-aidd,PandaAIDD/dsh-aidd,https://github.com/PandaAIDD/dsh-aidd,a542c50cd859b257ff483852fc9f99fb103d5787,ok,full_text_source,high_risk,95,43,43,291514,21,0,8,13,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE,
4488,dsh-airlock,krimvp/dsh-airlock,https://github.com/krimvp/dsh-airlock,c7b38d89d8fc3998bf60ddb14e91d86e6f0d0ab5,ok,full_text_source,high_risk,114,42,41,537845,26,0,9,17,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_CLOUD;SENSITIVE_SSH;REMOTE_DOWNLOAD;SENSITIVE_DSH;FILE_DELETE,
4489,dsh-akn-plugin,symmetryseeker/dsh-akn-plugin,https://github.com/symmetryseeker/dsh-akn-plugin,e442db09d48bc42efa4dfff1e696cf068487d1ad,ok,full_text_source,high_risk,20,19,18,80368,4,0,2,2,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;ARBITRARY_PROCESS,
4490,dsh-alive,AikenFra/dsh-alive,https://github.com/AikenFra/dsh-alive,b89e53b51e5380900d0b298cbe1e768b5b940a84,ok_partial,partial,no_obvious_malicious_findings,0,9,7,8835,0,0,0,0,2,,binary_like_files_not_decompiled
4491,dsh-aliyundrive-plugin,king-bcolor/dsh-aliyundrive-plugin,https://github.com/king-bcolor/dsh-aliyundrive-plugin,0cf0d19484f7bb01062487717a94fa587b7f5d32,ok,full_text_source,high_risk,19,35,35,154338,5,0,1,4,0,PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS,
4492,dsh-all-gitbash,liceses/dsh-all-gitbash,https://github.com/liceses/dsh-all-gitbash,ee390769b5e0a6973773839389f25b770ff038cd,ok,full_text_source,high_risk,67,14,14,136477,17,0,4,13,0,SHELL_TRUE;PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS;SENSITIVE_DSH;FILE_DELETE,
4493,dsh-allrouter,mario03690/dsh-allrouter,https://github.com/mario03690/dsh-allrouter,d1788d01ca9ce25a4d6ae3aa8e8c28c1f4cc3233,ok,full_text_source,medium_risk,9,4,4,5448,3,0,0,3,0,SENSITIVE_DSH,
4494,dsh-amadeus-skin,justintangsysu/dsh-amadeus-skin,https://github.com/justintangsysu/dsh-amadeus-skin,7f074e5d54b60fbfb423d11d096c5b054607c026,ok_partial,partial,high_risk,7,14,9,2877064,1,0,1,0,5,PLUGIN_INSTALL_COMMAND,binary_like_files_not_decompiled
4495,dsh-ambience,Hyna-hla/dsh-ambience,https://github.com/Hyna-hla/dsh-ambience,fddbd75e786fdb46f6b89bcca2a145f82d888120,ok,full_text_source,high_risk,29,14,13,84787,7,0,2,5,0,SECRET_LOG;ARBITRARY_PROCESS;SENSITIVE_DSH;FILE_DELETE,
4496,dsh-ambiguity-handling,changlianxiya-139/dsh-ambiguity-handling,https://github.com/changlianxiya-139/dsh-ambiguity-handling,a47dfc9fb3c23aebbb4fb612a833b48bb5f7950c,ok,full_text_source,no_obvious_malicious_findings,0,14,14,25663,0,0,0,0,0,,
