ordinal,name,repository,url,commit_sha,scan_status,coverage,verdict,risk_score,file_count,text_files_scanned,text_bytes_scanned,finding_count,critical_count,high_count,medium_count,binary_count,top_rule_ids,error
4875,dsh-crew,stuarthu/dsh-crew,https://github.com/stuarthu/dsh-crew,739d4b14b3492602a22f80f796417ceb67ec97ae,ok,full_text_source,high_risk,99,28,28,169452,25,0,6,19,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;FILE_DELETE,
4876,dsh-cron,uckkk/dsh-cron,https://github.com/uckkk/dsh-cron,3d267495a775cfaf4ba0e12cf799563b0ae5e3ed,ok,full_text_source,high_risk,21,6,6,8045,3,0,3,0,0,SHELL_TRUE,
4877,dsh-cron-panel,a792883583/dsh-cron-panel,https://github.com/a792883583/dsh-cron-panel,3f2480086041bf072de0265c929b7fe7578412d9,ok_partial,partial,high_risk,92,27,24,85167,13,1,11,1,2,PERSISTENT_EXECUTION_SURFACE;PLUGIN_INSTALL_COMMAND;PERSISTENCE_UNIX;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4878,dsh-cron-parse,ZhijiangTang/dsh-cron-parse,https://github.com/ZhijiangTang/dsh-cron-parse,0f74719b0da39691500080aac49e176c8e38c9dc,ok,full_text_source,high_risk,28,8,8,28491,4,0,4,0,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE,
4879,dsh-cron-scheduler,Mappedinfo/dsh-cron-scheduler,https://github.com/Mappedinfo/dsh-cron-scheduler,55708dc9ae098ad624395b46367953f30e1fdef3,ok_partial,partial,high_risk,200,36,31,136346,35,3,17,15,4,PERSISTENT_EXECUTION_SURFACE;PERSISTENCE_UNIX;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;ARBITRARY_PROCESS;SENSITIVE_DSH,binary_like_files_not_decompiled
4880,dsh-cross-platform,Wang-Lin-Chang/dsh-cross-platform,https://github.com/Wang-Lin-Chang/dsh-cross-platform,7a4c53b6c1d8834358a914d22c04378d55b8c3fa,ok,full_text_source,high_risk,44,14,14,46072,12,0,2,10,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;ARBITRARY_PROCESS;FILE_DELETE,
4881,dsh-cross-search,Bryan-cmf/dsh-cross-search,https://github.com/Bryan-cmf/dsh-cross-search,15023be41d781668c09b62347f59357dcef48d89,ok,full_text_source,medium_risk,18,10,9,15899,6,0,0,6,0,FILE_DELETE;SENSITIVE_DSH;REMOTE_DOWNLOAD,
4882,dsh-cross-session-agent,dd2673/dsh-cross-session-agent,https://github.com/dd2673/dsh-cross-session-agent,f0f7c3d6ab66c66f19472ae33220bad4613724d4,ok_partial,partial,high_risk,35,26,24,135418,6,1,2,3,1,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4883,dsh-csv-to-md,uckkk/dsh-csv-to-md,https://github.com/uckkk/dsh-csv-to-md,5bb5c79fb177b79c88f00535d88971664aa61c9e,ok,full_text_source,no_obvious_malicious_findings,0,6,6,4183,0,0,0,0,0,,
4884,dsh-ctf-collaborate,fyfhcgch/dsh-ctf-collaborate,https://github.com/fyfhcgch/dsh-ctf-collaborate,30e4edc2aabac7e005397cf938d2be608d83fe06,ok,full_text_source,high_risk,197,101,100,803896,41,2,14,25,0,UNAUTHENTICATED_REMOTE_EXEC_SURFACE;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;SHELL_TRUE;TLS_VERIFY_DISABLED;PLUGIN_INSTALL_COMMAND;DYNAMIC_EVAL;SENSITIVE_DSH;ARBITRARY_PROCESS;FILE_DELETE;HARDCODED_PASSWORD,
4885,dsh-ctm,ac0033/dsh-ctm,https://github.com/ac0033/dsh-ctm,df4ce7fd31d43fc777578cfcc139f0cd5e3ffc28,ok_partial,partial,high_risk,29,44,42,1512367,4,1,2,1,1,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT,binary_like_files_not_decompiled
4886,dsh-ctrl-c,Maybemar/dsh-ctrl-c,https://github.com/Maybemar/dsh-ctrl-c,0906161d85955361f2702b61dcaba548d22c3df5,ok,full_text_source,high_risk,14,14,14,22746,2,0,2,0,0,PLUGIN_INSTALL_COMMAND,
4887,dsh-cue-bank,itr-del/dsh-cue-bank,https://github.com/itr-del/dsh-cue-bank,545e804038a98d97f675810de902c2b679d58aa0,ok,full_text_source,high_risk,48,12,12,64599,13,1,0,12,0,SENSITIVE_SOURCE_NETWORK_SINK;SENSITIVE_DSH;HARDCODED_PASSWORD;FILE_DELETE,
4888,dsh-custom-context-menu,sulfide2085/dsh-custom-context-menu,https://github.com/sulfide2085/dsh-custom-context-menu,c774597b6c0076d971cef5991e887717fd399ac3,ok,full_text_source,high_risk,22,12,11,81986,3,1,1,1,0,POWERSHELL_ENCODED;SHELL_TRUE;ARBITRARY_PROCESS,
4889,dsh-custom-instructions,lyke-61/dsh-custom-instructions,https://github.com/lyke-61/dsh-custom-instructions,c075e9d3393bbe98bb618fb7fdace3c860c2f5a8,ok_partial,partial,medium_risk,12,9,8,17602,4,0,0,4,1,SENSITIVE_DSH,binary_like_files_not_decompiled
4890,dsh-custom-logo,189-sketch/dsh-custom-logo,https://github.com/189-sketch/dsh-custom-logo,9a2f15f73b47b3112d3dcc147bd7a00e8edf3426,ok,full_text_source,high_risk,7,17,17,75401,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4891,dsh-custom-reasoning,gao-gao-zai/dsh-custom-reasoning,https://github.com/gao-gao-zai/dsh-custom-reasoning,a3d91987745e401adfbe36220b6d2557d0345683,ok,full_text_source,no_obvious_malicious_findings,0,6,6,26846,0,0,0,0,0,,
4892,dsh-custom-ui,nailing10086-zx/dsh-custom-ui,https://github.com/nailing10086-zx/dsh-custom-ui,f9376e50dffbd23494d5044bcf0ced21dc9aaf13,ok,full_text_source,high_risk,43,11,11,31871,9,0,4,5,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS,
4893,dsh-custom-wallpaper,baihejiangnan/dsh-custom-wallpaper,https://github.com/baihejiangnan/dsh-custom-wallpaper,73f1f4b46ab54a88829239c0e891db3dc6c003ba,ok_partial,partial,high_risk,25,13,10,247915,7,0,1,6,3,SENSITIVE_SOURCE_NETWORK_SINK;SENSITIVE_DSH;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4894,dsh-custom-wallpaper,FunctionHookTJU/dsh-custom-wallpaper,https://github.com/FunctionHookTJU/dsh-custom-wallpaper,20c3369eeea95385f68a45b3679dc678b1f716d4,ok,full_text_source,high_risk,14,5,5,40259,2,0,2,0,0,SHELL_TRUE,
4895,dsh-cybernetics,boomzikazita/dsh-cybernetics,https://github.com/boomzikazita/dsh-cybernetics,1932ae073fe298596ed47a90ff38ad26e531c9c9,ok,full_text_source,medium_risk,3,6,6,38327,1,0,0,1,0,SENSITIVE_DSH,
4896,dsh-cyberpunk-theme,zjwzjw1018-git/dsh-cyberpunk-theme,https://github.com/zjwzjw1018-git/dsh-cyberpunk-theme,db47adc7afda07fd09ac1d24b947ac2034a31026,ok,full_text_source,high_risk,10,6,6,30225,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
4897,dsh-daemon,chenkai2/dsh-daemon,https://github.com/chenkai2/dsh-daemon,e002ea20907242ac4b4cb0a8b49fb0f86fde39ba,ok_partial,partial,high_risk,127,12,10,107858,24,3,7,14,1,PERSISTENT_EXECUTION_SURFACE;REMOTE_DOWNLOAD_AND_EXECUTION;UNAUTHENTICATED_REMOTE_EXEC_SURFACE;PERSISTENCE_UNIX;SHELL_TRUE;PERSISTENCE_WINDOWS;DYNAMIC_EVAL;SENSITIVE_DSH;FILE_DELETE;ARBITRARY_PROCESS;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4898,dsh-daily-digest,JingHao-Leon/dsh-daily-digest,https://github.com/JingHao-Leon/dsh-daily-digest,7d91012e4d50c8425849ef6760e08fca7e02e724,ok_partial,partial,medium_risk,12,13,12,32471,4,0,0,4,1,SENSITIVE_DSH;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4899,dsh-daily-ledger,jijiz1/dsh-daily-ledger,https://github.com/jijiz1/dsh-daily-ledger,9d4988c0d4e0f326b26b4f8b2df3417ebbb73873,ok,full_text_source,medium_risk,15,12,12,71279,5,0,0,5,0,SENSITIVE_DSH;FILE_DELETE,
4900,dsh-daily-pulse,dsh-pulse/dsh-daily-pulse,https://github.com/dsh-pulse/dsh-daily-pulse,de98705fb9fbf1386bf1f8736b7616f42173eec9,ok,full_text_source,high_risk,154,79,79,1943710,29,3,10,16,0,SENSITIVE_SOURCE_NETWORK_SINK;REMOTE_DOWNLOAD_AND_EXECUTION;SHELL_TRUE;PLUGIN_INSTALL_COMMAND;AUTO_APPROVAL;SECRET_LOG;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD,
4901,dsh-danmaku,BiggerMax/dsh-danmaku,https://github.com/BiggerMax/dsh-danmaku,0f85440cabaffad5fed312c2eb7e0b45e0eecfb4,ok,full_text_source,high_risk,7,18,17,98320,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4902,dsh-dashscope-tool-adapter,Uersx/dsh-dashscope-tool-adapter,https://github.com/Uersx/dsh-dashscope-tool-adapter,122223ae38dff23ed8a7ad43e9384601e464a279,ok,full_text_source,high_risk,10,9,8,11539,2,0,1,1,0,SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT,
4903,dsh-data-insight,duyanta123/dsh-data-insight,https://github.com/duyanta123/dsh-data-insight,7f0195f832b5eb64e56d6208f3ec4d3cf973dcce,ok,full_text_source,high_risk,47,23,23,59697,10,1,2,7,0,PERSISTENT_EXECUTION_SURFACE;PLUGIN_INSTALL_COMMAND;PERSISTENCE_UNIX;REMOTE_DOWNLOAD;FILE_DELETE;ARBITRARY_PROCESS,
4904,dsh-data-visualization,uckkk/dsh-data-visualization,https://github.com/uckkk/dsh-data-visualization,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
4905,dsh-date-calc,uckkk/dsh-date-calc,https://github.com/uckkk/dsh-date-calc,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
4906,dsh-daybook,franksong2702/dsh-daybook,https://github.com/franksong2702/dsh-daybook,e654203009a98e7917ddc1c130580a17cff3069e,ok,full_text_source,high_risk,13,46,45,220463,3,0,1,2,0,SHELL_TRUE;ARBITRARY_PROCESS,
4907,dsh-db-migration,uckkk/dsh-db-migration,https://github.com/uckkk/dsh-db-migration,365e371ee01197a66bb7cd82f0b9afff6a91faf7,ok,full_text_source,high_risk,14,6,6,10087,2,0,2,0,0,SHELL_TRUE,
4908,dsh-dcp,TT432/dsh-dcp,https://github.com/TT432/dsh-dcp,4ef789bcd76666dc830a80a63086e80028f99252,ok,full_text_source,no_obvious_malicious_findings,0,9,8,22677,0,0,0,0,0,,
4909,dsh-dead-links,ZhijiangTang/dsh-dead-links,https://github.com/ZhijiangTang/dsh-dead-links,935c8d4664a8a97bb19efe3aacab95d091962c46,ok,full_text_source,high_risk,10,7,7,23421,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;FILE_DELETE,
4910,dsh-debate,lkshjd/dsh-debate,https://github.com/lkshjd/dsh-debate,480884c4fcecb5d2d12dadbf84f9dfde7b0dfdb2,ok,full_text_source,high_risk,7,11,11,85869,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
4911,dsh-debate-plugin,lcc815/dsh-debate-plugin,https://github.com/lcc815/dsh-debate-plugin,1c353470a25999cc4c468bae6aa0789c7ad1c9c7,ok,full_text_source,medium_risk,12,29,28,123708,4,0,0,4,0,INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE,
4912,dsh-decision-map,Scitiger-AI/dsh-decision-map,https://github.com/Scitiger-AI/dsh-decision-map,43a12576c89a98df5e0a4d806311d47167726ebf,ok,full_text_source,no_obvious_malicious_findings,0,7,7,42075,0,0,0,0,0,,
4913,dsh-deep-verbs,Winter-And-You-Gone/dsh-deep-verbs,https://github.com/Winter-And-You-Gone/dsh-deep-verbs,a3f881d82b78e3292b2ec5a3a662593c4de2d593,ok,full_text_source,high_risk,17,8,8,26418,3,0,2,1,0,DYNAMIC_EVAL;SENSITIVE_DSH,
4914,dsh-deepeye-setup,grasir-ctrl/dsh-deepeye-setup,https://github.com/grasir-ctrl/dsh-deepeye-setup,79c2a2177023b139318b1c7eee0e99a6830fb80c,ok,full_text_source,high_risk,26,5,5,9255,6,0,2,4,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
4915,dsh-deepmemory,UnKnownFish125/dsh-deepmemory,https://github.com/UnKnownFish125/dsh-deepmemory,6706df4130d68a3edbfc25c67e3690cfbf0da3aa,ok_partial,partial,high_risk,133,68,61,1573326,36,1,4,31,1,PERSISTENT_EXECUTION_SURFACE;DYNAMIC_EVAL;PERSISTENCE_UNIX;SENSITIVE_DSH;WILDCARD_CORS;FILE_DELETE;ARBITRARY_PROCESS;SUDO_COMMAND;REMOTE_DOWNLOAD,binary_like_files_not_decompiled; symlink_targets_not_followed; large_text_candidate:memory-server/models/models--Qdrant--bge-small-zh-v1.5/snapshots/46fbe35fd4374a00fee7de77dfddaeb6dd6a2c59/model_optimized.onnx:94781076; large_text_candidate:memory-server/models/fast-bge-small-zh-v1.5/model_optimized.onnx:94781076
4916,dsh-deepseek-balance,Bob-Bo1/dsh-deepseek-balance,https://github.com/Bob-Bo1/dsh-deepseek-balance,88940a6bf159218b5828c79e6ab3b94fd116324f,ok,full_text_source,high_risk,19,10,10,43054,5,0,1,4,0,SENSITIVE_SOURCE_NETWORK_SINK;SENSITIVE_DSH,
4917,dsh-deepseek-balance,btbxbob/dsh-deepseek-balance,https://github.com/btbxbob/dsh-deepseek-balance,4cc975a312c7859e7e8eaf895891386bebcd753e,ok_partial,partial,high_risk,56,8,7,25847,12,0,5,7,1,SENSITIVE_SOURCE_NETWORK_SINK;DYNAMIC_EVAL;SECRET_LOG;SENSITIVE_DSH;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4918,dsh-deepseek-balance,dshiq04/dsh-deepseek-balance,https://github.com/dshiq04/dsh-deepseek-balance,8cd18a43f4f495bb338d8427e20419f6ab550ca0,ok,full_text_source,high_risk,30,9,9,58734,7,1,0,6,0,SENSITIVE_SOURCE_NETWORK_SINK;SENSITIVE_DSH,
4919,dsh-deepseek-balance,MatsMQ/dsh-deepseek-balance,https://github.com/MatsMQ/dsh-deepseek-balance,fbd1bb2f1011f0b8ea46cec669f7a772b6365ca6,ok,full_text_source,medium_risk,21,8,8,25825,7,0,0,7,0,SENSITIVE_DSH,
4920,dsh-deepseek-balance,qianTouchFish/dsh-deepseek-balance,https://github.com/qianTouchFish/dsh-deepseek-balance,761d1a794f6f61c233d27bda6f98c9caf7bfca50,ok,full_text_source,high_risk,79,13,13,85120,18,1,4,13,0,REMOTE_DOWNLOAD_AND_EXECUTION;DYNAMIC_EVAL;SECRET_LOG;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;FILE_DELETE,
4921,dsh-deepseek-balance,qschen86/dsh-deepseek-balance,https://github.com/qschen86/dsh-deepseek-balance,0413ac9a22c2c77ff58f9393c33a8ef1657be5de,ok,full_text_source,medium_risk,9,7,7,54263,3,0,0,3,0,SENSITIVE_DSH,
4922,dsh-deepseek-balance,Stellight/dsh-deepseek-balance,https://github.com/Stellight/dsh-deepseek-balance,11ecde91bf1136623d80a5f33c5e10b03e5040c7,ok,full_text_source,high_risk,19,5,5,33045,5,0,1,4,0,SENSITIVE_SOURCE_NETWORK_SINK;SENSITIVE_DSH,
4923,dsh-deepseek-balance,wangxiang0605qvq/dsh-deepseek-balance,https://github.com/wangxiang0605qvq/dsh-deepseek-balance,22d4698ab098e25c2377156ea4b6780888dfea4a,ok,full_text_source,medium_risk,6,6,6,15887,2,0,0,2,0,SENSITIVE_DSH,
4924,dsh-deepseek-balance,WanYanTianDe/dsh-deepseek-balance,https://github.com/WanYanTianDe/dsh-deepseek-balance,bf30b11d84917e4e5b49213810f07f85cbae5971,ok,full_text_source,high_risk,43,14,13,33504,13,0,1,12,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;REMOTE_DOWNLOAD,
4925,dsh-deepseek-chat,ColdCGH/dsh-deepseek-chat,https://github.com/ColdCGH/dsh-deepseek-chat,cf80996db5d5cf5ff58db4c2dd8abbbaf6ac910c,ok,full_text_source,high_risk,14,8,8,51332,2,0,2,0,0,SHELL_TRUE;DYNAMIC_EVAL,
4926,dsh-deepseek-quota,ricardolicong/dsh-deepseek-quota,https://github.com/ricardolicong/dsh-deepseek-quota,e4dae22110fa0560e6c0e675252cbbe706011e58,ok_partial,partial,medium_risk,9,9,7,80039,3,0,0,3,2,SENSITIVE_DSH,binary_like_files_not_decompiled
4927,dsh-deepseek-vision-bridge,KannaKuron/dsh-deepseek-vision-bridge,https://github.com/KannaKuron/dsh-deepseek-vision-bridge,a6ea00958044e3289bbd53985e2f6fe5bd09a068,ok_partial,partial,high_risk,130,18,17,87421,28,2,7,19,1,SENSITIVE_SOURCE_NETWORK_SINK;REMOTE_DOWNLOAD_AND_EXECUTION;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SECRET_LOG;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE;ARBITRARY_PROCESS;SENSITIVE_DSH;BINARY_ARTIFACT;REMOTE_DOWNLOAD,precompiled_binary_artifacts_not_decompiled
4928,dsh-deepview,xiaomao66666/dsh-deepview,https://github.com/xiaomao66666/dsh-deepview,43d7691605e3d6e4e7b2cb2a1158f93d7262b728,ok_partial,partial,medium_risk,21,10,8,42138,7,0,0,7,2,HARDCODED_PASSWORD;SENSITIVE_DSH,binary_like_files_not_decompiled
4929,dsh-defend,PerryLink/dsh-defend,https://github.com/PerryLink/dsh-defend,cbab091ab8e62c806d5dad30f7ca2df91d64c83a,ok,full_text_source,high_risk,178,49,48,250022,40,2,10,28,0,CHAT_TO_AGENT_WITHOUT_ALLOWLIST;HARD_CODED_PRIVATE_KEY;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT;ARBITRARY_PROCESS;FILE_DELETE,
4930,dsh-dejaview,jiang4wqy/dsh-dejaview,https://github.com/jiang4wqy/dsh-dejaview,4720cdffd51801bde216cf285bcff55606ac1cda,ok,full_text_source,high_risk,102,26,25,174363,13,3,9,1,0,REMOTE_DOWNLOAD_AND_EXECUTION;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT,
4931,dsh-delay-tools,keyiadiannao/dsh-delay-tools,https://github.com/keyiadiannao/dsh-delay-tools,0d7e3f35883c59429589a7e6d1f69cd4da377672,ok,full_text_source,high_risk,10,22,21,45933,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
4932,dsh-delayed-task,m-guo-2/dsh-delayed-task,https://github.com/m-guo-2/dsh-delayed-task,0c5352a325836267b4dc01b374655fb5f541a44c,ok,full_text_source,high_risk,10,23,22,238357,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;INSTALL_LIFECYCLE_SCRIPT,
4933,dsh-delegation-suite,wenheguo2/dsh-delegation-suite,https://github.com/wenheguo2/dsh-delegation-suite,a8885c7bbbca4ac85b9abd77ce54ad5a704a077c,ok_partial,partial,high_risk,70,21,16,160178,15,1,4,10,5,SENSITIVE_SOURCE_NETWORK_SINK;SECRET_LOG;PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4934,dsh-delegation-workflow,Wh1stle05/dsh-delegation-workflow,https://github.com/Wh1stle05/dsh-delegation-workflow,decdb287cf6ec7471d87f2b267db29e62d62542a,ok,full_text_source,high_risk,20,10,10,66282,4,0,2,2,0,PLUGIN_INSTALL_COMMAND;DYNAMIC_EVAL;HARDCODED_PASSWORD,
4935,DSH-DELETE,Hyna-hla/DSH-DELETE,https://github.com/Hyna-hla/DSH-DELETE,aea404b2bbfa25e373c81ef45a15b6795c46e2af,ok,full_text_source,high_risk,38,86,85,358894,10,0,2,8,0,DYNAMIC_EVAL;PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT;ARBITRARY_PROCESS;FILE_DELETE,
4936,dsh-delete-session,Da-Mie/dsh-delete-session,https://github.com/Da-Mie/dsh-delete-session,ec1ecb002d8be5973c790034052d26faf8e56935,ok_partial,partial,no_obvious_malicious_findings,0,13,9,55147,0,0,0,0,4,,binary_like_files_not_decompiled
4937,dsh-delete-session,SMWHff/dsh-delete-session,https://github.com/SMWHff/dsh-delete-session,a39b42ea48bddd96f6db4cb7b4c4489b17fc644d,ok,full_text_source,high_risk,28,22,21,1148880,4,0,4,0,0,SHELL_TRUE,
4938,dsh-delete-session-plugin,wujiahaocoder/dsh-delete-session-plugin,https://github.com/wujiahaocoder/dsh-delete-session-plugin,48e4c6125315edf7b7ed402364001266679ca3b9,ok,full_text_source,high_risk,79,10,10,1119858,14,1,7,6,0,REMOTE_DOWNLOAD_AND_EXECUTION;DYNAMIC_EVAL;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;SENSITIVE_DSH,
4939,DSH-deleted-and-history-button,qwased/DSH-deleted-and-history-button,https://github.com/qwased/DSH-deleted-and-history-button,cb97eff1f31f961f855a7c11c179fc1d81121180,ok,full_text_source,medium_risk,3,10,10,114775,1,0,0,1,0,SENSITIVE_DSH,
4940,dsh-deliver,ycp424c/dsh-deliver,https://github.com/ycp424c/dsh-deliver,cdcebdef40e13d0d17ae540a1b70cc9aea8684eb,ok,full_text_source,medium_risk,15,12,12,59151,5,0,0,5,0,ARBITRARY_PROCESS,
4941,dsh-dep-audit,zoahdev/dsh-dep-audit,https://github.com/zoahdev/dsh-dep-audit,69a471443b2c68230524a0f33e8c0e6754769853,ok,full_text_source,high_risk,119,20,19,70910,25,0,11,14,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE;SENSITIVE_DSH;REMOTE_DOWNLOAD;ARBITRARY_PROCESS,
4942,dsh-dependency-audit,uckkk/dsh-dependency-audit,https://github.com/uckkk/dsh-dependency-audit,b7039b4167ca2b2d121b969ef01a50661abfc7e0,ok,full_text_source,medium_risk,3,6,6,12608,1,0,0,1,0,REMOTE_DOWNLOAD,
4943,dsh-dependency-firewall,MkaliezZ/dsh-dependency-firewall,https://github.com/MkaliezZ/dsh-dependency-firewall,c5aaea7788301df1eff1c6d2df3d431e087b4b5a,ok,full_text_source,high_risk,28,7,7,5425,4,0,4,0,0,PLUGIN_INSTALL_COMMAND,
4944,dsh-design,Viger1/dsh-design,https://github.com/Viger1/dsh-design,7b50c1fc3b9982bd3c8f613a6063444877e07cbd,ok_partial,partial,high_risk,31,27,24,144566,5,0,4,1,2,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT,binary_like_files_not_decompiled
4945,dsh-design-patterns,uckkk/dsh-design-patterns,https://github.com/uckkk/dsh-design-patterns,a6c61f6bda5ae6d5834bf7067c4695722f7bf710,ok,full_text_source,no_obvious_malicious_findings,0,6,6,7668,0,0,0,0,0,,
4946,dsh-design-review,uckkk/dsh-design-review,https://github.com/uckkk/dsh-design-review,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
4947,dsh-design-styles,uckkk/dsh-design-styles,https://github.com/uckkk/dsh-design-styles,3a3e1904e30437e2360fbd74d74ff494151918fe,ok,full_text_source,no_obvious_malicious_findings,0,6,6,7390,0,0,0,0,0,,
4948,dsh-design-tokens,uckkk/dsh-design-tokens,https://github.com/uckkk/dsh-design-tokens,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
4949,dsh-desk,worldfunction4/dsh-desk,https://github.com/worldfunction4/dsh-desk,36c0c980b46ce8212dbe9dc5e91f104929f61555,ok_partial,partial,high_risk,59,18,16,80854,13,0,5,8,2,SHELL_TRUE;SENSITIVE_DSH;BIND_ALL_INTERFACES,binary_like_files_not_decompiled
4950,dsh-desktop,baikangwang/dsh-desktop,https://github.com/baikangwang/dsh-desktop,fb8e1985b6520fd92f2e67cf58d08150d5178285,ok_partial,partial,high_risk,118,38,34,74679,27,1,7,19,3,WALLET_SECRET;PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;REMOTE_DOWNLOAD;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4951,dsh-desktop,cheramvb/dsh-desktop,https://github.com/cheramvb/dsh-desktop,d467175b43e8ccb640d2b281e81dbccbef11b852,ok_partial,partial,high_risk,92,28,26,125101,20,0,8,12,1,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;ARBITRARY_PROCESS,binary_like_files_not_decompiled
4952,dsh-desktop,Corundum-Ling/dsh-desktop,https://github.com/Corundum-Ling/dsh-desktop,129ed464867634a9bc5bb5607357815feb7060f2,ok_partial,partial,high_risk,212,49,46,190147,56,0,11,45,2,SECRET_LOG;SHELL_TRUE;PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS;FILE_DELETE;SENSITIVE_DSH;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
4953,dsh-desktop,cuteG41cute/dsh-desktop,https://github.com/cuteG41cute/dsh-desktop,f9725dff4d2a02973d76ce10a7acd41d82e2ed6e,ok_partial,partial,high_risk,163,25,18,748142,29,4,10,15,7,POWERSHELL_ENCODED;PERSISTENCE_UNIX;PLUGIN_INSTALL_COMMAND;BINARY_ARTIFACT;SENSITIVE_DSH;FILE_DELETE;REMOTE_DOWNLOAD,precompiled_binary_artifacts_not_decompiled; binary_like_files_not_decompiled
4954,dsh-desktop,ddll8023/dsh-desktop,https://github.com/ddll8023/dsh-desktop,87685ccfea33d05c71f6c00ae9c08964c0b64dc5,ok_partial,partial,high_risk,110,16,13,88591,27,1,5,21,2,REMOTE_DOWNLOAD_AND_EXECUTION;SENSITIVE_SOURCE_NETWORK_SINK;SHELL_TRUE;FILE_DELETE;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;SENSITIVE_DSH,git_submodules_not_fetched; binary_like_files_not_decompiled
4955,dsh-desktop,dretylin/dsh-desktop,https://github.com/dretylin/dsh-desktop,332cf6af2c6c601930dbb1d222279c7c7671c477,ok_partial,partial,high_risk,52,14,12,67506,13,1,1,11,1,SENSITIVE_SOURCE_NETWORK_SINK;PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS;FILE_DELETE;SENSITIVE_DSH,binary_like_files_not_decompiled
4956,dsh-desktop,geminiai19811-jpg/dsh-desktop,https://github.com/geminiai19811-jpg/dsh-desktop,d66692cbfe357817a77faccb085be3c98ae775a7,ok_partial,partial,high_risk,63,81,27,72681,13,0,6,7,52,PLUGIN_INSTALL_COMMAND;DYNAMIC_EVAL;FILE_DELETE;REMOTE_DOWNLOAD;ARBITRARY_PROCESS,binary_like_files_not_decompiled
